Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,bin_frac_05,n_members,rh,e_rh,t_relax,e_t_relax,tau,e_tau,bin_frac_corr,bin_frac_05_corr,n_systems,e_bin_frac,e_bin_frac_05
IC_2391,130.7678,-53.0893,0.149,0.0,7.761,0.021,0.124,0.04,0.088,0.032,289,-1.45672,0.34885,0.05896,0.23884,-0.2,0.10269,1.37756,0.07981,215,43,0.2283737024221453,0.5678,0.25615,1.15569,2.35659,0.2733,0.00654,0.1314878892733564,355.0,1.680062191908641,0.2151800988465019,21.801516996972563,4.721894371332881,2.645533627189076,0.5870906680115804,0.3883567952393701,0.28299056896449903,289,0.05199562915597115,0.06764575671901199
IC_2395,130.4568,-48.0611,0.693,0.004,7.122,0.023,-0.034,0.039,0.474,0.044,361,-1.52541,0.26146,1.10254,0.3167,-0.2,0.05283,1.55934,0.07894,484,96,0.4016620498614958,0.69031,0.23103,0.96836,2.11322,0.09902,0.60285,0.2770083102493075,506.0,2.6490025647646247,0.1947040151704361,38.268590279370834,5.674955402017731,0.346064886510483,0.0544933541994213,0.47052269332538343,0.32425793689361626,361,0.03208911024729758,0.054334881769302186
IC_2488,141.7932,-57.0357,1.287,0.012,8.184,0.036,0.019,0.025,0.979,0.024,642,-1.8619,0.22666,2.09653,0.20011,-0.03747,0.01969,2.01739,0.05189,1190,238,0.4672897196261682,0.59169,0.24705,1.17707,5.11982,0.15216,0.00106,0.2990654205607476,942.0,4.252551957003944,0.1989506067827735,82.73272273836325,10.10715987280755,1.8463867834603924,0.2725900551932151,0.4405400046316336,0.2570065272023254,642,0.021181759288221687,0.053921348073625294
IC_2581,156.8493,-57.6239,2.421,0.114,7.135,0.079,0.041,0.071,1.435,0.022,217,-1.19843,0.20048,1.65942,0.24157,0.13236,0.04015,1.98484,0.09649,834,166,0.511520737327189,0.58427,0.27222,1.40845,2.65511,0.26601,0.26432,0.3317972350230415,328.0,2.2813270122508778,0.3358572744710993,16.445601056579225,3.983445265628895,0.8297557090763849,0.2513481009181494,0.5485003763246972,0.36433775534320334,217,0.035542781057836176,0.053394893120448574
IC_2602,160.6034,-64.3443,0.149,0.0,7.7,0.043,0.121,0.06,0.104,0.064,299,-1.28066,0.27087,0.16502,0.2184,-0.2,0.09393,1.47057,0.06968,264,52,0.31438127090301,0.50254,0.25598,1.14766,1.88615,0.27896,0.00222,0.157190635451505,393.0,1.9890235862355872,0.2183427955122263,27.492780787117336,5.274921201865047,1.822977593674775,0.393592854164869,0.32637934992962586,0.22391575753296414,299,0.026985668644282756,0.05575029596878762
IC_2948,174.7877,-63.4337,2.242,0.081,6.814,0.063,-0.007,0.084,1.351,0.023,313,-1.39401,0.13489,2.02135,0.2645,0.0172,0.02674,1.9379,0.05286,1025,205,0.6773162939297125,0.77762,0.22103,1.08825,2.11547,0.06154,0.96683,0.5399361022364217,525.0,3.6986331906797,0.1525738905548429,44.70396475979698,5.25700002199185,0.1457652352676474,0.0272202727018204,0.5239853965865953,0.34616878516059907,313,0.05157226912197028,0.07657772885335158
IC_361,64.7416,58.2517,3.385,0.113,9.014,0.034,-0.229,0.041,2.374,0.044,748,-1.8164,1.04042,1.44623,0.12477,0.12474,0.03777,2.34037,0.23606,2459,491,0.81951871657754,0.61772,0.27949,,,0.2036,0.23426,0.4786096256684492,1361.0,3.5484008706688863,0.1429176328957172,59.67807253413416,6.964065083549906,17.305542252067305,2.431810665890421,0.48017740092307426,0.302274708485424,748,0.09829493699247499,0.07331049779095379
IC_4665,266.6712,5.5021,0.31,0.013,8.309,0.27,0.112,0.066,0.51,0.148,253,-1.93339,0.81814,0.29588,0.57501,-0.2,0.14835,1.28553,0.17094,308,61,0.7905138339920948,0.82766,0.19099,1.21903,2.87789,0.18955,0.1633,0.6758893280632411,453.0,2.5793179901933883,0.1903911236316054,42.14206557184753,6.259970380723224,4.833749959960517,3.0897223453579823,0.3759199555310251,0.27325329916189606,253,0.11978256592896226,0.126503902849217
IC_4996,304.1411,37.6504,1.912,0.08,7.027,0.023,0.076,0.065,1.863,0.049,134,-1.23688,0.16767,1.99145,0.24378,0.02968,0.02927,1.6818,0.07647,500,100,0.753731343283582,0.72642,0.2148,1.25385,0.67174,0.25702,0.175,0.5970149253731343,235.0,0.8876864548755696,0.1182025224048914,3.964669858032433,0.8855944442851953,2.684064641771772,0.6161641626451783,0.5315516454576439,0.3046344495340443,134,0.07229268772269423,0.10012513265987236
Juchert_20,62.6978,46.8662,2.603,0.078,8.005,0.619,-0.188,0.047,2.41,0.163,162,-1.97058,0.33999,1.8211,0.24044,0.03497,0.03159,1.70136,0.08623,707,141,0.7098765432098766,0.68691,0.2491,1.14723,3.68595,0.17251,0.47618,0.5185185185185185,277.0,1.7421833106334164,0.2659276315535848,10.428102269012951,2.604239535918655,9.700513364409582,14.036770447511712,0.5313221265283133,0.33720892919457923,162,0.061488594874221716,0.07370134051165542
Kharchenko_1,92.1846,24.2756,2.407,0.093,8.671,0.077,-0.186,0.041,1.549,0.114,106,-2.78261,0.89599,1.49554,0.2588,0.06713,0.0357,1.68993,0.17725,348,69,0.5943396226415094,0.55506,0.23617,1.40736,3.42875,0.2481,0.12326,0.4056603773584906,169.0,3.096441083933716,0.4030454622771897,24.00727578413884,5.256956868662082,19.52797086852316,5.502050114923204,0.5309595735559719,0.3699704083264503,106,0.05025794869872254,0.053185642402440406
King_12,358.254,61.9608,2.491,0.099,7.259,0.097,-0.099,0.059,1.837,0.053,86,-2.00498,0.61779,2.22119,0.35124,0.05212,0.03555,1.61476,0.14303,300,60,0.686046511627907,0.63151,0.2255,0.81456,2.27939,0.22785,0.82053,0.5116279069767442,145.0,2.4522303511789625,0.399704925897161,16.224881959138404,4.285877773624198,1.1189700284694994,0.3870782918202275,0.5364126114824276,0.3557889363246334,86,0.06435605940042716,0.06908821917911974
King_13,2.5554,61.1745,3.23,0.107,8.76,0.045,-0.155,0.03,2.194,0.051,539,-1.90161,0.53983,1.51665,0.15831,0.09979,0.02934,2.17702,0.12626,1577,315,0.7235621521335807,0.61233,0.27313,,,0.18811,0.30445,0.4397031539888683,929.0,3.542555528102094,0.1631709463564402,54.01556923750928,6.559751926753926,10.653223606825602,1.7006653585593186,0.43720832105313184,0.26110616079244986,539,0.08428804826208819,0.07398254964100165
King_14,8.0069,63.1666,2.232,0.086,7.47,0.11,-0.019,0.042,1.681,0.04,217,-1.56528,0.34231,1.81872,0.27001,-0.0322,0.04144,1.69831,0.10159,870,174,0.5483870967741935,0.56465,0.27051,1.03488,1.98023,0.1367,0.28892,0.3225806451612903,336.0,2.092140133332354,0.2112935147561489,14.414603889679228,2.6165386609208783,2.047374488576431,0.637987881662964,0.551504534832577,0.36867180157757085,217,0.03378289923152534,0.054394354107258736
King_15,8.2512,61.853,2.73,0.079,8.006,0.537,-0.109,0.039,2.063,0.082,131,-1.51906,0.3931,1.83432,0.27791,0.05746,0.03748,1.6719,0.10712,452,90,0.5954198473282443,0.71044,0.26112,0.65276,1.87052,0.2322,0.34352,0.4351145038167939,209.0,1.995836075696629,0.2630097245203352,12.833773988493784,2.840432473595892,7.900336928527101,9.92392930531738,0.5045325116534809,0.31350527572451664,131,0.04908506873058058,0.06205389418195213
King_16,10.9122,64.178,2.506,0.046,7.378,0.322,-0.063,0.055,2.528,0.049,149,-1.66944,0.3412,1.11057,0.17433,0.19606,0.04474,1.92029,0.15591,633,126,0.5973154362416108,0.61164,0.28633,2.67196,1.53446,0.18706,0.90954,0.3758389261744966,238.0,1.3673558502761411,0.3137885464076,6.803326655122935,2.437819828241424,3.509770152099261,2.8902284538136955,0.5070257854963487,0.2732129471527117,149,0.04765642760284367,0.06042736452368027
King_17,77.0798,39.0688,3.318,0.075,7.559,0.45,-0.263,0.034,1.876,0.096,72,-1.25894,0.48705,1.37132,0.32024,0.07748,0.07136,1.5155,0.17039,281,56,0.6111111111111112,0.59696,0.26625,2.19874,1.58689,0.24839,0.57633,0.4027777777777778,116.0,1.4561646671886144,0.2599890478906274,6.493824773774558,1.855622585483704,5.578268755874417,5.995765784344157,0.5236012547160511,0.31566308885079003,72,0.06212574848505677,0.05763147687194579
King_18,343.0382,58.3019,2.501,0.079,8.404,0.049,-0.09,0.027,2.096,0.063,287,-2.54596,0.42659,1.78607,0.21461,0.03318,0.02434,1.86476,0.08995,718,143,0.6480836236933798,0.70547,0.27263,1.17471,5.06942,0.33811,0.0,0.4529616724738676,473.0,4.675536711165066,0.6057440444781981,69.75705614972105,15.232350329910217,3.6342253679064473,0.8932523509149791,0.5338116539889561,0.368998293671866,287,0.043771542737672045,0.058222706591522705
King_19,347.052,60.5269,2.487,0.081,8.775,0.042,-0.005,0.046,2.438,0.062,217,-1.52804,0.79523,1.39587,0.21435,0.15112,0.04604,1.93074,0.21431,676,135,0.5898617511520737,0.6738,0.27999,1.16388,1.96436,0.52195,0.00208,0.3824884792626728,345.0,2.3783791289054363,0.232247604886621,20.242686404215995,3.588449705055518,29.426042158364456,5.942144862738385,0.528993191057113,0.3354461001674926,217,0.03757426331833897,0.054208247488041594
King_20,353.3215,58.4721,1.709,0.03,7.623,0.128,0.113,0.078,2.589,0.037,144,-1.68263,0.39648,1.30811,0.23354,0.07394,0.04428,1.7622,0.11814,471,94,0.5416666666666666,0.57256,0.25874,1.02931,2.26005,0.21709,0.10282,0.2986111111111111,222.0,1.7483110602723468,0.1788371669027055,10.801388183252731,1.9769940118887253,3.8861577499995135,1.348260522513163,0.5311006686206349,0.3088314896111085,144,0.0415217386913243,0.052612010990986606
King_21,357.481,62.7052,2.811,0.147,7.196,0.107,-0.114,0.05,2.597,0.034,190,-1.46725,0.27609,1.64851,0.23578,0.04713,0.04033,1.71844,0.10896,1078,215,0.5526315789473685,0.61264,0.26993,,,,,0.3684210526315789,295.0,1.5395625625183715,0.1400263765640174,7.372820082498337,1.2459202090609445,2.12993506794136,0.6363427294317953,0.5289605227491835,0.3523857975874933,190,0.036538600698601056,0.052788139403984795
King_4,39.0238,59.0265,2.203,0.062,7.923,0.347,-0.112,0.044,2.535,0.051,230,-1.93358,0.29254,1.6495,0.20006,0.04327,0.02755,1.80571,0.08331,888,177,0.5739130434782609,0.63422,0.26108,1.26136,2.35153,0.25714,0.00624,0.3565217391304348,362.0,1.9827499964356432,0.1896339843706673,13.969658144244912,2.440261275117696,5.995345580249007,4.90340980851619,0.5503646001211223,0.37528807440895523,230,0.03319184462115374,0.0528363047476021
King_5,48.6598,52.6931,2.186,0.114,8.961,0.038,-0.129,0.03,2.586,0.046,504,-2.25462,0.64154,1.78678,0.19651,0.06363,0.02657,2.10547,0.12125,1275,255,0.621031746031746,0.73731,0.28025,1.5157,7.51163,0.31389,0.0,0.4305555555555556,817.0,3.692315082242812,0.2623054639877518,57.46337207203994,8.397388210354574,15.90775494908752,2.709519334929446,0.4433243890961263,0.2622603932193576,504,0.055118353509207886,0.07125053883154878
King_6,51.9979,56.4272,0.702,0.001,8.072,0.193,0.041,0.06,1.909,0.062,290,-2.48611,0.25972,1.79819,0.14567,-0.04787,0.01622,1.76725,0.04713,497,99,0.5793103448275863,0.64292,0.22686,1.20812,1.91649,0.24713,0.00034,0.4275862068965517,458.0,1.611566763624246,0.1238432450315936,16.530252707285236,2.5181814978848265,7.1403665542967465,3.354431375002846,0.48860414355227294,0.31183425521112024,290,0.039204888959149385,0.06131487980332115
Koposov_10,86.8591,35.4311,2.377,0.12,8.279,0.348,-0.192,0.036,2.505,0.099,105,-1.49269,0.53362,1.88938,0.3811,-0.00573,0.04847,1.49012,0.11557,457,91,0.6476190476190476,0.67152,0.25193,0.73247,1.81114,0.44085,0.0014,0.4666666666666667,173.0,1.74093680932631,0.1873661732080753,8.991034368741113,1.7053158204164265,21.14415541033551,17.410966022514998,0.5043807812583478,0.3204023595121147,105,0.06131958198542001,0.06640918733955965
Koposov_12,90.2358,35.2985,2.105,0.066,8.651,0.122,-0.101,0.03,1.852,0.062,304,-1.81238,0.54665,1.53804,0.22925,0.06013,0.03786,1.93343,0.12141,851,170,0.4703947368421052,0.6051,0.27251,1.51541,4.20181,0.36859,0.0,0.2796052631578947,447.0,3.418922902197292,0.2674274765529157,38.27608020291121,5.897842408628241,11.69694759241073,3.747703161311986,0.5947451055416375,0.430723074228505,304,0.045176006169310404,0.0677601172435824
Koposov_36,84.2284,31.2199,1.64,0.06,7.623,0.417,-0.112,0.062,2.577,0.236,178,-2.37082,0.29909,2.05234,0.23521,0.04076,0.02021,1.82778,0.0725,537,107,0.6460674157303371,0.723,0.22677,1.54637,2.78157,0.1266,0.55507,0.4775280898876404,293.0,2.228511833276626,0.2337768410496194,18.094542428288143,3.369956535653092,2.319809885519827,2.268944482457861,0.5104179162519215,0.2748212380189065,178,0.052425167205405104,0.07958781064843243
Koposov_43,88.0901,29.8911,4.658,0.284,9.04,0.042,-0.307,0.079,2.047,0.097,127,-0.76078,1.80637,1.57885,0.22132,0.12666,0.09749,1.6181,0.43524,948,189,0.7637795275590551,0.65792,0.27814,,,,,0.5118110236220472,224.0,4.4544842611445965,0.4713945365608384,31.180398649746028,5.844496721722466,35.165624675299455,7.417097713587537,0.5407388871639497,0.35220703745913173,127,0.0735388851234168,0.06988063579472364
Kronberger_4,296.2948,28.1618,6.866,0.742,8.908,0.072,0.072,0.086,2.575,0.103,112,-0.0,1.29067,1.35197,0.31695,0.2,0.1483,1.57057,0.36807,750,150,0.8571428571428571,0.62241,0.28279,,,,,0.5,208.0,1.316103247935711,0.2216702617299449,5.315309132164266,1.4442479895762064,152.2199140370481,48.45137510098299,0.5628027541472831,0.3496020500789836,112,0.09037074719114753,0.0672686471871796
LP_0201,118.9571,-29.4691,3.408,0.196,7.313,0.114,-0.142,0.051,2.32,0.039,135,-1.44171,0.26802,1.27269,0.18123,0.11781,0.04196,1.76271,0.11674,656,131,0.7111111111111111,0.57297,0.25761,,,,,0.4,231.0,1.6105727100436855,0.1901824101894163,8.346598555481494,1.6971121478574291,2.463147810833633,0.8178484307070115,0.5256202177524057,0.301977716470621,135,0.06681917097293819,0.05916499722534277
LP_0665,108.7018,-26.2456,3.331,0.163,9.056,0.054,-0.068,0.058,1.333,0.1,125,-2.868,1.119,1.87288,0.29786,0.10467,0.0287,1.88398,0.21404,573,114,0.576,0.78215,0.25978,1.47672,5.4507,0.35569,0.01438,0.456,197.0,4.741082184542238,0.9365133821218196,39.86908756441223,12.461094633641345,28.5340687565394,9.598142041314988,0.5309918807976813,0.30621341868950785,125,0.04562421181784951,0.06701797744274066
LP_0733,111.0731,-20.2464,2.613,0.082,7.523,0.031,-0.149,0.039,1.108,0.021,286,-1.81675,0.24506,2.0964,0.23444,-0.02134,0.02557,1.83172,0.07464,936,187,0.5734265734265734,0.64962,0.2524,1.07965,4.40449,0.05301,0.98685,0.3986013986013986,450.0,4.642326048799202,0.3971439153574406,58.05893028666318,9.441560764923237,0.5742896245538074,0.1019917785218087,0.5468847920885315,0.3737854345170092,286,0.030082356750469226,0.05306425659959972
LP_0782,153.9768,-59.0316,3.152,0.111,8.256,0.177,0.0,0.037,1.882,0.111,100,-2.36565,0.57394,1.47961,0.2507,0.13212,0.03429,1.84835,0.16012,346,69,0.7,0.59647,0.25618,2.31626,1.69403,0.553,0.02196,0.45,170.0,1.929279488922626,0.2492027138435134,11.894535963410515,2.591878661591821,15.158369745620504,7.005491830380636,0.5308044715997874,0.3683770720480417,100,0.0656642977576095,0.05752884146683032
LP_1406,110.3253,-11.7901,2.597,0.155,8.646,0.314,-0.172,0.047,1.535,0.13,74,-2.44047,0.72917,2.14326,0.44477,0.05583,0.0343,1.61517,0.13508,270,54,0.527027027027027,0.60009,0.21581,1.97336,2.11068,0.32661,0.16022,0.3783783783783784,113.0,2.102170550751191,0.2385150756466859,11.270785016226467,2.224811777362844,39.26863760824433,29.430822556736143,0.4881528444580766,0.2975430058775986,74,0.05843082283008509,0.05602963088306591
LP_1540,170.2306,-59.3058,2.454,0.076,9.161,0.026,-0.008,0.039,0.814,0.064,283,-1.52291,0.58676,1.8803,0.27697,-0.05422,0.03897,1.72791,0.0789,934,186,0.6501766784452296,0.74085,0.27909,1.28659,4.00261,0.47152,0.0,0.4275618374558304,467.0,4.014687538558251,0.319769095126,48.163925366577686,7.490804709310167,30.08002031641101,5.012889358820345,0.5455534665187389,0.37219117014323394,283,0.04057803974835155,0.05468118692526766
LP_1614,241.5615,-52.1413,2.121,0.073,7.804,0.337,0.152,0.036,3.276,0.066,168,-2.26897,0.51494,1.52177,0.20429,0.14211,0.03499,1.97564,0.17788,818,163,0.7202380952380952,0.71939,0.27463,,,,,0.5059523809523809,289.0,1.6882727592341893,0.1434681752030226,9.562793240122271,1.547137717997248,6.65909535967102,5.278383804825636,0.542401341225793,0.3549612379711792,168,0.05955037100113619,0.06815248408632667
LP_1800,337.8983,57.9894,1.329,0.03,8.277,0.112,0.038,0.039,1.761,0.065,330,-1.50772,0.30855,1.95751,0.26948,-0.0607,0.03302,1.79897,0.06764,1017,203,0.4848484848484848,0.59237,0.26208,1.59269,7.07206,0.33657,0.0,0.2909090909090909,490.0,3.658807362859336,0.2815326112403682,41.751472326779805,6.370684222743802,4.53239972912573,1.3581285224928172,0.528682399428343,0.35188153384058046,330,0.030098631622832363,0.055305786314570234
LP_1809,334.7117,57.426,2.596,0.148,8.338,0.292,-0.016,0.055,2.857,0.078,107,-2.35229,0.80745,1.64741,0.2892,0.14572,0.04083,1.88818,0.23325,487,97,0.6822429906542056,0.67329,0.25232,,,,,0.5046728971962616,180.0,2.1603683222844228,0.3763682176119697,12.410808504620752,3.470754332047973,17.54688078171826,12.777556124590609,0.5369687410948101,0.32274111425054053,107,0.060184330270579366,0.07326061719572358
LP_198,112.1278,-20.1067,2.84,0.065,8.441,0.275,-0.127,0.038,1.177,0.06,403,-2.46302,0.39623,2.02839,0.19323,0.02045,0.02096,1.99573,0.0833,916,183,0.6401985111662531,0.67594,0.25924,0.90623,10.18503,0.27739,0.0,0.4540942928039702,661.0,8.895209064332985,0.8404489518821313,212.89082811898083,36.91317686763693,1.2967105631612807,0.8513180832058425,0.4673112138429295,0.288038561480106,403,0.054669553460825644,0.0704733250451964
LP_1994,191.049,-58.08,1.812,0.04,8.824,0.039,0.04,0.045,1.461,0.047,269,-2.09661,0.57105,1.90693,0.21737,0.03419,0.02963,1.85068,0.12203,638,127,0.5947955390334573,0.68505,0.24456,1.35616,5.11202,0.14935,0.1532,0.449814126394052,429.0,3.3209203008872503,0.3068019192508682,40.93934790987547,6.984897967126987,16.287674407553848,3.1403516804683367,0.500234257643692,0.32844982875085577,269,0.04002772800963803,0.06314574116265965
LP_2000,319.0494,57.4778,1.313,0.016,8.157,0.083,0.154,0.045,1.783,0.036,242,-2.51086,0.57157,1.69984,0.2373,0.00279,0.02986,1.82018,0.10434,654,130,0.5537190082644629,0.79598,0.27888,1.03595,7.53784,0.40228,0.0,0.4173553719008264,376.0,4.225959967929375,0.4924101542177401,52.21186156542701,10.497864367769395,2.749355013045905,0.7626724461198975,0.5263065641419201,0.332622442117227,242,0.03273544327128693,0.057889228819195865
LP_2059,153.2595,-60.9018,2.149,0.05,7.996,0.076,-0.107,0.038,0.762,0.045,352,-2.26518,0.33068,2.23266,0.24096,-0.07059,0.02158,1.64918,0.05781,607,121,0.4886363636363636,0.65424,0.26375,1.2405,8.77628,0.28505,0.0,0.3153409090909091,524.0,13.536455355830206,0.7178777599078415,406.1028455351511,51.787770253777886,0.2439854721005654,0.0528306459797486,0.49992127752075655,0.3337976010549405,352,0.026747460297172104,0.05282546852460665
LP_2068,283.9673,-5.092,1.831,0.033,8.27,0.061,0.13,0.033,2.17,0.047,261,-1.63468,0.33261,2.03444,0.31429,0.00439,0.03326,1.87605,0.08128,850,170,0.6245210727969349,0.71792,0.25462,1.44638,3.01064,0.30296,6e-05,0.4291187739463601,424.0,2.847564497953204,0.247484654561738,27.89739957903908,4.583621797759418,6.674769565482937,1.4427971662067156,0.5856708770961078,0.4203324785798169,261,0.03195357303130087,0.05264684951196899
LP_2094,175.5312,-61.9362,1.614,0.028,8.334,0.114,0.042,0.03,0.876,0.038,204,-1.34126,0.42145,1.98271,0.3105,-0.0768,0.04258,1.6351,0.08284,569,113,0.4754901960784313,0.51579,0.26986,1.31522,3.14606,0.25783,0.00182,0.2549019607843137,301.0,2.341363469222358,0.2200371841268085,19.337908601466232,3.334412152772191,11.158106357939149,3.5043410202768728,0.508890707571668,0.2739073925403438,204,0.03594287559644721,0.052768624327296586
LP_2123,297.9696,22.1076,1.547,0.076,8.128,0.057,0.046,0.088,2.127,0.051,90,-1.80949,0.53363,2.19583,0.35287,0.06535,0.03729,1.69695,0.15618,305,61,0.7444444444444445,0.66876,0.21728,1.37447,1.60534,0.33877,0.04885,0.5888888888888889,157.0,1.5294049673818897,0.2913275677024161,8.416732883787152,2.5479157185368053,15.953517590232476,5.263825201524357,0.5323961287327064,0.3607210511905325,90,0.07544846841029666,0.08303454284485444
LP_2219,130.8037,-45.8155,1.416,0.018,8.031,0.071,0.043,0.003,1.303,0.046,568,-2.08796,0.21571,2.75982,0.25552,-0.10916,0.01575,1.88295,0.03955,1444,288,0.6549295774647887,0.81731,0.23504,1.33882,8.34605,0.19243,5e-05,0.5404929577464789,940.0,9.89540750840083,0.6076219243975376,266.1189955779572,36.12589721195361,0.4035748782264701,0.0857586449530161,0.43650103047108374,0.26058515033570606,568,0.06698169055322775,0.09586407210269143
LP_2220,127.4473,-41.3655,1.288,0.012,8.705,0.063,-0.1,0.057,1.057,0.106,182,-2.43741,0.65172,2.07723,0.44575,-0.05413,0.03481,1.62968,0.09004,365,73,0.4230769230769231,0.66893,0.23205,1.14592,6.25056,0.31549,0.00017,0.3021978021978022,259.0,4.4808261493602535,0.7133142107985633,56.78425049003572,14.700444924705742,8.928368410245534,2.649535225295334,0.554595570338731,0.35284235331896163,182,0.052058823925487586,0.054501708054816606
LP_2238,167.7031,-56.8407,1.146,0.012,8.712,0.15,-0.105,0.05,0.44,0.081,133,-1.78523,0.55639,2.24481,0.32887,-0.14213,0.03558,1.35126,0.0678,288,57,0.4285714285714285,0.57248,0.24884,1.39612,3.76206,0.27034,0.01761,0.2781954887218045,190.0,2.1948289886424748,0.3175786963900263,17.226721808212382,4.109198981089048,29.908687811753868,12.554250987084345,0.6495789782341151,0.47548568921203577,133,0.07534338245415469,0.07598638908859975
