Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,bin_frac_05,n_members,rh,e_rh,t_relax,e_t_relax,tau,e_tau,bin_frac_corr,bin_frac_05_corr,n_systems,e_bin_frac,e_bin_frac_05
FSR_1361,117.6475,-36.4012,2.19,0.11,8.74,0.054,-0.093,0.054,2.051,0.115,427,-1.78803,0.51845,1.76206,0.20238,0.07066,0.03096,2.03406,0.12211,1067,213,0.6229508196721312,0.66773,0.25265,1.23963,4.07393,0.28052,7e-05,0.4402810304449648,693.0,4.648411144929328,0.268967630086935,77.46599887619583,10.2465124825674,7.093962278029705,1.287822394836552,0.4813696447603703,0.29585341211068467,427,0.04683230744629067,0.06678042076682948
FSR_1363,122.6578,-34.6186,3.237,0.084,7.946,0.19,-0.105,0.053,1.318,0.061,82,-2.10958,0.6191,1.23416,0.19344,0.17747,0.04414,1.80307,0.22648,278,55,0.524390243902439,0.54851,0.29271,1.23748,1.56612,0.35714,0.11296,0.3048780487804878,125.0,1.863190134774369,0.1579299097180827,9.987980237171406,1.6089990580291471,8.841426188771177,4.121941250028917,0.5239073578714124,0.31648372592817137,82,0.05515002996288459,0.052612010990986606
FSR_1399,131.0389,-39.3495,2.556,0.315,8.771,0.207,-0.017,0.074,3.125,0.1,64,-2.17121,1.58861,1.2629,0.27878,0.2,0.05196,1.76847,0.43936,351,70,0.609375,0.71398,0.27324,,,,,0.4375,103.0,1.6169451387715863,0.3142112542005781,6.229765721933137,1.9192046157457845,94.73888850971144,53.76698815014834,0.5309712709085698,0.3637532326472716,64,0.06479393982983188,0.055497571907472405
FSR_1443,129.8581,-47.3554,3.003,0.286,8.623,0.423,-0.12,0.059,1.805,0.262,61,-3.0,1.58629,0.83686,0.26752,0.1727,0.0558,1.88372,0.40308,192,38,0.6721311475409836,0.50504,0.27863,1.45745,0.99786,0.28846,0.46001,0.360655737704918,102.0,2.349975784066065,0.2690701574980508,14.653140953663444,2.9045157354039075,28.64634861006115,28.47328439989258,0.47367277489569637,0.2609869886440441,61,0.0816433305215814,0.05955657878203844
FSR_1484,142.4633,-50.6872,2.074,0.075,8.418,0.206,0.052,0.04,2.827,0.096,61,-2.13335,0.95011,1.19031,0.31722,0.193,0.05609,1.76768,0.29952,263,52,0.7377049180327869,0.62031,0.25075,,,0.7,0.62295,0.5081967213114754,106.0,1.2097317158241878,0.2466200582746466,4.756268878868905,1.5285603062266686,55.04699323982741,31.53934203057972,0.45971893945255576,0.2485347818533265,61,0.09419638135737271,0.08905571119370041
FSR_1723,238.7758,-46.0139,1.484,0.029,8.119,0.068,0.075,0.021,1.583,0.032,152,-2.19891,0.50852,1.63915,0.26842,-0.00385,0.03518,1.58659,0.10358,412,82,0.4736842105263157,0.59745,0.26253,1.39632,1.52001,0.29743,0.00246,0.2828947368421052,224.0,0.9832101304669428,0.1184160177166147,4.90467909942086,1.01160342182095,26.8157162891154,6.943984632134776,0.533890390415081,0.3439266248332977,152,0.04386915552562603,0.05532110471386334
Gulliver_1,161.5881,-57.0244,2.585,0.077,9.122,0.038,-0.033,0.049,0.911,0.077,301,-1.97521,0.61128,2.04609,0.23197,-0.00844,0.02863,1.79157,0.09095,885,177,0.6046511627906976,0.67085,0.25076,1.11699,5.46466,0.34221,0.0,0.4352159468438538,483.0,5.534618480209495,0.4815859170693873,82.30371832406897,13.532766865123582,16.090907703344588,2.997033978805904,0.5478033486269132,0.3793310736153358,301,0.03256466938588399,0.054778017381900274
Gulliver_11,68.0284,43.612,0.898,0.005,8.341,0.296,-0.001,0.065,1.349,0.066,67,-2.16503,0.63478,1.52125,0.30551,-0.05269,0.04314,1.25554,0.09862,106,21,0.5074626865671642,0.51233,0.26568,0.99318,3.04848,0.25985,0.19105,0.2835820895522388,101.0,2.03193247215536,0.5806351203177861,15.742499803853471,6.925594152429788,13.929204145924064,11.299575236598074,0.6267470951243915,0.4221255938679632,67,0.06768297750312274,0.0649609602102692
Gulliver_12,181.2095,-61.3296,1.701,0.045,8.221,0.168,0.012,0.036,1.006,0.081,63,-2.40771,0.74473,2.23912,0.44663,-0.05969,0.03568,1.20165,0.11168,142,28,0.4444444444444444,0.62456,0.23215,0.83731,2.40509,0.33804,0.05414,0.2698412698412698,91.0,4.224222691067739,0.3593288719945094,37.79865319794942,6.094966422597532,4.400719363356603,1.844325515036228,0.59888083858621,0.3910899309765131,63,0.07500958291941376,0.06110031252220903
Gulliver_13,104.877,-13.2366,1.472,0.024,8.815,0.31,-0.115,0.068,1.579,0.101,116,-1.70507,0.63474,2.30539,0.54904,-0.02551,0.03975,1.51089,0.10546,351,70,0.5258620689655172,0.77923,0.2226,1.41808,4.21417,0.32966,0.00318,0.4396551724137931,177.0,3.413815202221367,0.5160575906794859,28.66752442053725,7.10117014407346,22.782942226416058,17.2138898058301,0.5303679511064714,0.3673929731171374,116,0.04636169210383969,0.05641218981822664
Gulliver_14,259.8991,-36.8053,1.187,0.068,8.672,0.079,0.201,0.061,1.874,0.124,80,-3.0,0.95403,1.44458,0.30644,0.12488,0.03475,1.8613,0.23553,170,34,0.5875,0.81594,0.26065,1.10324,4.17017,0.49462,0.00122,0.4625,127.0,4.040188240023442,0.5772393531317472,41.26932221818264,9.75994980679344,11.386038910961028,3.397136655568427,0.5036808603557413,0.2718897881698987,80,0.05900145522569761,0.07535481454768299
Gulliver_17,302.6855,35.8699,1.664,0.027,8.019,0.083,0.137,0.047,1.255,0.033,241,-2.34517,0.34973,2.31787,0.24482,-0.07638,0.02166,1.57679,0.06436,511,102,0.5933609958506224,0.61441,0.24395,1.17483,3.02179,0.29406,5e-05,0.3568464730290456,384.0,2.3748570308771573,0.2744273943675982,25.30690948274177,5.061712642222218,4.128201509288422,1.142028011418227,0.4948759599847782,0.27081119415347155,241,0.04216873070211398,0.057980561867562695
Gulliver_18,302.9274,26.5286,1.515,0.022,8.063,0.015,0.106,0.054,2.074,0.061,419,-2.19172,0.2823,1.85561,0.20032,-0.03042,0.02253,1.82748,0.06335,888,177,0.6467780429594272,0.69392,0.26135,1.13021,6.24226,0.29278,0.0,0.4749403341288782,690.0,4.17865950964057,0.328448926455784,72.11680677139094,11.13346375099094,1.6031106949271294,0.25360793679822,0.44691100111077314,0.2728927137026309,419,0.06126603443646176,0.07866518048858125
Gulliver_20,273.795,10.9935,0.415,0.008,8.853,0.085,-0.025,0.036,0.297,0.041,103,-1.88678,0.65342,1.10486,0.5013,-0.2,0.06576,1.20106,0.09594,136,27,0.5145631067961165,0.61088,0.22407,1.17154,3.91181,0.18296,0.60404,0.3495145631067961,156.0,4.8787432137408775,0.4879536475928513,71.46575391874876,12.856051370862597,9.974750017147793,2.651614516687841,0.6765035137792593,0.48334276038179447,103,0.0661143879590724,0.0638139523501054
Gulliver_21,106.9783,-25.4744,0.638,0.0,8.177,0.177,0.111,0.156,0.046,0.016,179,-1.80298,0.2368,1.24243,0.15926,-0.10698,0.02634,1.56054,0.04011,281,56,0.5977653631284916,0.55536,0.22385,1.38047,5.60289,0.22941,0.02631,0.3463687150837989,286.0,3.2572982655890472,0.4506525765247366,43.36645358157117,9.983387374969288,3.466139935244301,1.6224340470685057,0.6410459281184692,0.46365771118927174,179,0.03831966933975486,0.06194531869554979
Gulliver_24,1.1341,62.8374,1.415,0.016,8.266,0.191,0.005,0.056,1.515,0.078,121,-2.27795,0.41266,1.84256,0.22914,-0.01289,0.02599,1.49294,0.08103,218,43,0.512396694214876,0.61121,0.25668,1.17812,2.85254,0.19126,0.18083,0.3057851239669421,183.0,2.2861565935943258,0.2946158963824637,20.45063713265081,4.437986513568963,9.021799209540434,4.424470547713437,0.46266006120041014,0.28218316510225244,121,0.047617304500665904,0.05277387186624992
Gulliver_25,52.0999,45.1429,1.292,0.017,8.472,0.204,-0.11,0.055,1.072,0.083,103,-2.19197,0.53834,1.91617,0.36319,-0.02744,0.03502,1.50238,0.08939,258,51,0.5242718446601942,0.65953,0.22424,1.32859,9.10159,0.38473,0.00063,0.3786407766990291,157.0,8.603438300262258,2.0240714259055914,122.09782827254162,44.7457158549748,2.4282425260721,1.446684870305926,0.5206988871396396,0.32565040203466333,103,0.04920838171133511,0.05442129451344472
Gulliver_26,80.6863,35.2763,2.444,0.155,8.67,0.187,-0.123,0.101,2.116,0.07,100,-1.56478,0.57217,2.39228,0.35913,0.03278,0.03534,1.59936,0.129,357,71,0.65,0.74397,0.24144,0.60227,4.53839,0.41389,0.01086,0.51,165.0,3.005413675539542,0.648112132438252,22.25531181364293,7.531462706326676,21.01678669810717,11.50992338851962,0.5319073606962575,0.3791508345833215,100,0.05708638979651804,0.06443970515540628
Gulliver_27,146.0707,-54.1086,2.537,0.094,8.2,0.196,-0.008,0.038,1.794,0.09,206,-2.04203,0.64507,1.32808,0.21601,0.09769,0.04873,1.93671,0.19949,555,111,0.5339805825242718,0.57757,0.29435,1.09641,3.05116,0.36438,0.00049,0.3252427184466019,316.0,2.6850822548665696,0.345176033426894,24.991167071599016,5.4285139283712285,6.341813441206788,3.176362802617691,0.5149704192286488,0.2928335009467419,206,0.03499451632921246,0.05324062178423191
Gulliver_28,293.9238,18.0531,0.502,0.127,9.001,0.469,-0.229,0.051,1.297,0.463,102,-2.1119,0.81814,1.50166,0.50431,-0.13061,0.05525,1.36768,0.0884,180,36,0.6862745098039216,0.82183,0.22934,1.44482,6.11332,0.2361,0.23017,0.5392156862745098,172.0,4.705119988855887,0.7363011230150952,63.370919116713495,16.168907852929458,15.816485732704953,17.550676043073725,0.5747208559322906,0.3611916900672291,102,0.05525442560375584,0.07342753895865324
Gulliver_31,301.9167,38.2524,2.129,0.059,8.249,0.115,0.112,0.06,1.556,0.035,129,-1.47142,0.55533,1.31454,0.28488,0.03686,0.06197,1.67465,0.14535,371,74,0.5968992248062015,0.54464,0.28194,1.24594,2.55834,0.36738,0.00121,0.3410852713178294,206.0,2.2349642794518934,0.2367692925770869,16.59958177066803,3.114266917269046,10.688157722294036,3.468559186800756,0.5550957769846655,0.37982548523469506,129,0.0445266052377599,0.053287093710628786
Gulliver_32,98.3883,7.4998,1.627,0.068,8.737,0.536,-0.164,0.084,1.553,0.28,64,-1.3108,0.78945,1.72018,0.51992,0.01362,0.06441,1.38661,0.14155,181,36,0.515625,0.72659,0.24325,1.59162,3.16888,0.35833,0.03325,0.40625,97.0,3.243590621312705,0.4930745085078181,23.59302371868185,5.869121400107874,23.13217108577394,29.12356145390476,0.504765269630185,0.27598308720543213,64,0.062469474967654204,0.06346548043129487
Gulliver_35,150.3452,-58.1981,2.025,0.051,8.091,0.223,0.058,0.061,1.342,0.064,93,-1.92937,0.30828,2.56152,0.40627,-0.00236,0.02555,1.57982,0.06657,281,56,0.6451612903225806,0.698,0.21937,0.85385,3.00539,0.22698,0.20698,0.5053763440860215,153.0,2.773336519533531,0.5399859363767125,20.99751967354081,6.479619057933499,5.872621397196522,3.5181154742639595,0.5241771934304561,0.33730942178970386,93,0.06057791740268458,0.07000225289617454
Gulliver_36,123.2226,-35.1208,1.278,0.018,8.849,0.141,-0.08,0.063,0.969,0.129,130,-2.60734,0.66869,1.60955,0.26457,0.02926,0.02867,1.71754,0.09971,260,52,0.6538461538461539,0.73041,0.25541,1.30279,3.8827,0.28352,0.00873,0.5,215.0,2.9005575177331475,0.2363997434615417,30.30369798620797,4.786220102374977,23.30796573356909,8.415197091573203,0.5142823832150721,0.3484861547699298,130,0.058561507604937314,0.06676050126323246
Gulliver_37,292.0752,25.3313,1.479,0.032,8.261,0.161,-0.036,0.106,1.893,0.062,113,-2.10485,0.50538,1.43286,0.26603,0.07556,0.03803,1.74258,0.13338,306,61,0.5752212389380531,0.59299,0.24305,1.37498,2.77207,0.32175,0.00865,0.3982300884955752,178.0,2.8840492663335904,0.4879464625242498,23.94416968960021,6.528466179469168,7.617285234625682,3.505362892298294,0.5332137241137532,0.36223305510295467,113,0.04749345674543387,0.0535202470113017
Gulliver_39,163.6979,-58.0499,2.465,0.119,8.852,0.177,-0.048,0.06,1.769,0.123,78,-1.48949,1.19845,1.79536,0.33227,0.09639,0.06236,1.60231,0.29429,373,74,0.6666666666666666,0.67021,0.23266,1.23727,1.96354,0.30357,0.19413,0.5256410256410257,130.0,2.25680937994315,0.3539731708179894,11.835950238836045,3.0220360311640566,60.089261892948855,28.898810396070346,0.5313219595348335,0.3714617232302339,78,0.06500535093199486,0.06910488934998651
Gulliver_40,163.0982,-58.4122,1.524,0.021,7.901,0.204,0.151,0.071,0.671,0.102,50,-1.27432,0.42234,1.82695,0.53308,-0.07715,0.08069,1.18855,0.10262,131,26,0.46,0.64591,0.24136,1.36676,1.72102,0.4,0.03452,0.3,73.0,1.9179456493426643,0.3235481777461014,10.289175098513796,2.796660459780385,7.737834596014585,4.199316081882852,0.5838739768892437,0.3774980419687932,50,0.07805443997621148,0.05510702042857784
Gulliver_44,127.2252,-38.067,1.178,0.017,8.788,0.096,0.031,0.07,1.471,0.096,172,-1.98902,0.39585,2.27556,0.23814,-0.06624,0.02419,1.58881,0.06854,379,75,0.7151162790697675,0.75358,0.2292,1.38349,4.31181,0.2318,0.01639,0.5872093023255814,295.0,3.2369222155866035,0.3402313994048764,37.90755673470686,7.056109180105416,16.191019892423064,4.678906659271816,0.5079650909903467,0.324051615623646,172,0.06896992643842044,0.09358520890027044
Gulliver_47,107.9099,0.837,1.847,0.045,8.621,0.039,-0.116,0.032,0.448,0.051,184,-1.69384,0.37278,2.29326,0.32593,-0.07335,0.02918,1.55911,0.0681,466,93,0.4565217391304347,0.5945,0.22817,1.30472,7.10906,0.30303,0.00031,0.3206521739130434,268.0,6.8067061339078805,0.7002621472923027,96.64950546922512,17.761168096427223,4.3231505905601,0.8842420484038166,0.5109559550458729,0.2759058953503461,184,0.039909488922218884,0.05405291763987741
Gulliver_5,132.6015,-45.4904,2.054,0.094,7.083,0.051,0.075,0.062,2.117,0.068,78,-1.45079,0.22503,1.60974,0.3357,0.09867,0.0454,1.54692,0.0928,394,78,0.7051282051282052,0.72284,0.2467,,,0.47368,0.63736,0.5512820512820513,133.0,4.255977570921585,0.6637318713239075,30.337093963840683,7.705914317764798,0.3990488129790599,0.1116703250659403,0.5309031287081822,0.3691086347109985,78,0.07008507523621556,0.07365298831699847
Gulliver_50,181.347,-62.6797,1.657,0.029,8.023,0.151,0.054,0.051,1.081,0.033,197,-2.05101,0.2731,2.4469,0.24562,-0.09319,0.01991,1.56,0.05083,421,84,0.5177664974619289,0.69308,0.28261,1.42542,4.34631,0.55609,0.0,0.3147208121827411,299.0,3.8445367109414303,0.5509908017577464,47.054028192917926,11.15166325665447,2.2408004944196325,0.9428849527328104,0.5062861918742266,0.30823004329627957,197,0.035691357137005976,0.052612010990986606
Gulliver_56,95.3891,26.9237,1.956,0.055,8.52,0.14,-0.084,0.033,0.899,0.086,90,-2.7233,0.66656,1.30532,0.2013,0.09402,0.03195,1.70864,0.15662,269,53,0.5333333333333333,0.57784,0.27438,1.01655,1.73177,0.21394,0.3117,0.3222222222222222,138.0,2.661015409599304,0.2413818170708533,18.660835105740382,3.134724140273676,17.744710759527013,6.450290735403361,0.5238723348891019,0.31572648862703717,90,0.05258737584977436,0.052612010990986606
Gulliver_59,195.7457,-64.6247,1.944,0.094,8.019,0.349,0.079,0.041,1.55,0.145,158,-1.94521,0.33924,1.87074,0.25018,0.05863,0.02803,1.7957,0.08818,411,82,0.5632911392405063,0.67455,0.25296,1.08985,5.7817,0.36339,0.00086,0.3670886075949367,247.0,4.9594670216261525,0.4954400922221443,60.03832581962403,10.807808080142468,1.740088859838468,1.432994549204186,0.5057286029522791,0.33363906610695365,158,0.04279360285632901,0.053363772197349967
Gulliver_6,83.4051,-1.5811,0.408,0.001,7.124,0.014,-0.034,0.024,0.485,0.088,373,-1.47001,0.41428,0.45494,0.35165,-0.2,0.10069,1.5141,0.10984,365,73,0.353887399463807,0.65741,0.23264,1.04796,4.18906,0.1064,0.64708,0.260053619302949,505.0,3.5186183860109006,0.4415865139257421,67.3528653644525,14.357072947540216,0.1975349394237171,0.0425857198611728,0.320053784235566,0.21399120136509933,373,0.02640507157574945,0.054110990487275114
Gulliver_60,303.4523,29.7071,1.047,0.012,7.992,0.179,0.184,0.059,1.36,0.066,169,-2.15864,0.30496,2.13812,0.25154,-0.02562,0.02178,1.65774,0.06229,347,69,0.5621301775147929,0.63612,0.22348,1.06685,2.54868,0.28634,0.0016,0.4023668639053254,264.0,2.228894125684028,0.2057278696501306,20.74077438083476,3.535291394438378,4.73341990512734,2.111188873936422,0.5656783811035522,0.36230057497175094,169,0.038163448004104844,0.05356556090591269
Gulliver_8,80.5653,33.8029,1.037,0.02,7.437,0.076,-0.022,0.085,1.049,0.077,51,-1.26319,0.26967,2.08701,0.71216,-0.18748,0.08548,1.1184,0.07517,156,31,0.6666666666666666,0.63126,0.22451,1.7067,1.60426,0.1646,0.81137,0.4901960784313725,85.0,0.7410082991410725,0.4643269282454167,2.522726787081637,2.384379295960237,10.842508750109047,10.422072558943254,0.5341476937945799,0.31378735262672913,51,0.07405085000537136,0.06898398603107543
Haffner_13,115.2647,-30.0759,0.551,0.001,7.541,0.026,-0.057,0.032,0.247,0.029,374,-1.74748,0.33103,0.78607,0.24373,-0.2,0.05522,1.53337,0.07684,393,78,0.3823529411764705,0.61241,0.22843,0.95365,3.27815,0.10122,0.62291,0.267379679144385,517.0,3.113578398902101,0.2034176598855034,55.07058875216975,7.680648833989963,0.6310739894341758,0.0957814200127624,0.2965924640545511,0.20000697712273616,374,0.03456169936128146,0.056134660514255724
Haffner_16,117.5868,-25.4628,2.786,0.072,8.324,0.331,-0.058,0.054,0.388,0.033,169,-2.12256,0.41077,3.0,0.36564,-0.08066,0.02124,1.61404,0.06095,511,102,0.8224852071005917,0.73437,0.21008,1.98402,2.65348,0.31642,0.00044,0.6686390532544378,308.0,1.393646310592615,0.1717312069174966,9.543022697021314,2.00461314222024,22.09601943618409,17.46853103663659,0.5129655109412626,0.2761577473258463,169,0.09335945098244017,0.1210244652254115
Haffner_20,119.0604,-30.364,3.542,0.107,8.271,0.275,-0.174,0.043,2.224,0.057,91,-2.77805,0.77046,1.39343,0.19763,0.18154,0.03323,1.98763,0.24424,377,75,0.5824175824175825,0.62587,0.25106,,,,,0.3956043956043956,144.0,1.1279102618564802,0.1587120240184978,4.491348335812884,1.0479840451362985,41.5549975483449,28.04272056552391,0.5317511341004543,0.3770071320708677,91,0.05317320247684256,0.052612010990986606
Haffner_21,120.2959,-27.2172,2.683,0.072,8.804,0.055,-0.02,0.047,0.366,0.028,108,-2.65754,0.69384,2.16865,0.26444,-0.01695,0.02602,1.51983,0.09591,270,54,0.7222222222222222,0.63393,0.21575,1.23074,1.52572,0.24127,0.07926,0.5277777777777778,186.0,1.2068960463212224,0.1496076937977234,7.137056081137902,1.5068162963997247,89.22383594418781,21.96652476969194,0.5146884717333194,0.3445137988059124,108,0.07316657155863093,0.0726569468871929
Haffner_23,107.4003,-16.8847,1.965,0.051,8.695,0.097,-0.021,0.038,0.839,0.081,198,-1.13634,0.34765,2.50517,0.30516,-0.04698,0.02969,1.67177,0.06589,561,112,0.4494949494949495,0.65314,0.2483,1.32262,5.60626,0.28549,0.00056,0.3383838383838384,287.0,5.0530399401779,0.5709799982715161,59.46543502563461,11.69721098881694,8.33173406687784,2.479707014346108,0.5091614034061958,0.2741550708537774,198,0.03865380226209511,0.05541879980636346
Haffner_26,123.9004,-30.8439,2.635,0.058,8.82,0.036,-0.055,0.055,0.62,0.057,183,-1.60365,0.37903,2.05545,0.25869,0.00846,0.02875,1.72418,0.06962,602,120,0.5191256830601093,0.56216,0.25864,1.24384,2.98433,0.2782,0.0035,0.2950819672131147,278.0,3.7036013971699218,0.266870139326672,35.127322208171904,5.164566658334969,18.808534396450376,3.174542809823447,0.5078370496574101,0.2734953414395827,183,0.037034620069306946,0.0527933171325499
Haffner_3,106.0288,-6.1328,2.332,0.041,8.722,0.098,-0.142,0.028,1.329,0.075,118,-2.24006,1.10342,1.24731,0.20998,0.07065,0.05657,1.74301,0.25279,275,55,0.711864406779661,0.57327,0.26912,1.254,1.44717,0.13936,0.67346,0.3983050847457627,202.0,1.7749559300252225,0.1453356580992794,13.440394800572705,2.1287320958265274,39.22726000581148,10.814540279287996,0.5228485974157527,0.3476720321999551,118,0.06676186463295866,0.05397861581839041
Haffner_4,106.5099,-15.0044,4.203,0.258,8.865,0.428,-0.237,0.038,1.489,0.184,185,-2.8309,0.75819,2.12197,0.27831,0.04184,0.02597,1.76203,0.13126,1119,223,0.8,0.73591,0.24591,0.98739,4.00991,0.17096,0.53541,0.6270270270270271,333.0,2.210681344311141,0.2724163097328619,13.707265260916246,2.878356523256838,53.46249008753185,53.87039569899317,0.5265588007992322,0.34944909895723053,185,0.08272816972314459,0.0953676498526968
Haffner_6,109.9982,-13.1523,4.106,0.188,8.633,0.12,-0.219,0.026,2.079,0.079,396,-2.434,0.66357,1.41581,0.16139,0.18104,0.02766,2.29799,0.18891,1745,349,0.6363636363636364,0.55416,0.25992,,,,,0.3686868686868687,648.0,4.30545916303126,0.2440981161503172,51.10047227954795,6.708040813897997,8.405723227274372,2.571376079346787,0.44096105957635134,0.26231880275204444,396,0.061023033177924964,0.06125983882527039
Haffner_7,110.7423,-29.5073,4.016,0.119,8.838,0.035,-0.106,0.063,0.811,0.052,114,-2.6302,0.90257,1.64998,0.27149,0.08473,0.03424,1.7645,0.17986,422,84,0.5175438596491229,0.64254,0.28797,0.98107,2.11851,0.17526,0.69437,0.3333333333333333,173.0,2.019416778569362,0.3057337023053181,11.6889623845622,2.898245738176097,58.91474997419693,15.35999726298934,0.524079050999592,0.3558140758269217,114,0.046800454806289464,0.05279340254914786
Haffner_8,110.7763,-12.3186,2.496,0.049,8.532,0.164,-0.116,0.06,1.29,0.061,221,-2.19468,0.73136,1.55174,0.25504,0.0443,0.04204,1.84535,0.16095,633,126,0.5248868778280543,0.59235,0.26736,1.37772,3.6753,0.3334,4e-05,0.3212669683257919,337.0,2.179395729834767,0.2036564424155412,18.009672951695016,3.096035528917404,18.90140873818381,7.842439334299098,0.5310126435699477,0.3072626496078858,221,0.03359195142451028,0.05274370906939736
Haffner_9,111.1713,-17.0041,2.647,0.105,7.97,0.267,-0.145,0.029,2.215,0.056,218,-2.04549,0.4284,1.5851,0.22535,0.05203,0.03315,1.81151,0.1085,582,116,0.6467889908256881,0.67062,0.27107,1.27578,2.13713,0.39822,4e-05,0.4495412844036697,359.0,1.7784829524689911,0.1617901342254636,14.561840964568594,2.460550901587918,6.408903263452437,4.0862411595181625,0.49305681433575393,0.27347176951388036,218,0.05448615439947602,0.07268066474895543
Harvard_10,244.8341,-54.9315,0.671,0.004,8.267,0.099,-0.024,0.029,0.586,0.049,252,-1.42258,0.2478,1.65446,0.18659,-0.09841,0.02971,1.67276,0.05745,425,85,0.4444444444444444,0.54351,0.24824,1.11042,3.51496,0.13056,0.21182,0.2619047619047619,364.0,3.767863530892402,0.2438080692426009,53.13133796118141,7.404307474043876,3.480560983292348,0.929933437293728,0.4918699429041521,0.2828076864459631,252,0.033745094084200546,0.052913802672978336
Harvard_20,298.319,18.3437,2.234,0.071,8.027,0.099,-0.002,0.063,0.936,0.059,152,-1.89398,0.33711,1.92161,0.3215,-0.01161,0.03283,1.59534,0.08773,483,96,0.5526315789473685,0.63714,0.22858,1.35443,3.38904,0.23011,0.03346,0.3815789473684211,236.0,3.629771786267248,0.5380556032146395,33.464665134011106,8.150286844181204,3.179900393333968,1.0607722335618963,0.5315123902988969,0.30532813069057446,152,0.04068582085161887,0.056625294120573516
Hogg_16,202.3062,-61.2086,1.996,0.041,7.415,0.056,0.119,0.051,1.486,0.041,68,-1.57629,0.40986,1.18606,0.23247,0.11565,0.05657,1.60161,0.17662,232,46,0.6176470588235294,0.56832,0.25,1.68487,0.91866,0.59134,0.00439,0.4117647058823529,110.0,1.6585268698284117,0.1678519259386262,8.353438204923203,1.5145786146324067,3.112681867488809,0.6925335577613029,0.45403267193282537,0.23579785582318866,68,0.07530489859830147,0.07055550342700061
Hogg_22,251.6592,-47.0786,2.416,0.102,6.945,0.071,0.064,0.073,2.169,0.018,74,-0.9809,0.40415,1.72116,0.46813,0.14151,0.09978,1.67399,0.26665,444,88,0.5405405405405406,0.66475,0.23413,,,,,0.4054054054054054,114.0,1.5997583159443174,0.387291535382938,5.872834402729852,2.2106504506055287,1.5002106522848309,0.6156690593602977,0.5243698734721769,0.3554248459348571,74,0.05793244721372784,0.053726306691263465
Hogg_4,149.4142,-54.6099,3.484,0.164,8.999,0.038,-0.046,0.065,1.917,0.065,564,-1.52942,0.95619,1.58391,0.14533,0.14507,0.04088,2.22811,0.24878,2165,433,0.7322695035460993,0.7653,0.28702,,,0.30809,0.04014,0.5088652482269503,977.0,5.008657426099801,0.2005232884340749,80.81839661980382,9.427168386566692,12.344962354500328,1.8000929672621395,0.4722662084428758,0.295117563577705,564,0.07512198869465038,0.0817521991610947
IC_1369,318.0191,47.7696,2.87,0.099,8.49,0.229,-0.009,0.03,2.563,0.058,336,-1.56493,0.41412,1.59516,0.20684,0.11415,0.03434,1.99408,0.11858,1262,252,0.6755952380952381,0.68157,0.26474,,,0.43373,0.34627,0.4761904761904761,563.0,2.032820816069909,0.1768738554423706,17.3770126081393,2.855447255578684,17.783813030475184,9.822059193358005,0.4837495959807471,0.300393714158889,336,0.05996907212268845,0.0728024313918071
IC_1434,332.6303,52.8524,3.016,0.128,8.118,0.266,-0.047,0.066,1.454,0.045,578,-2.2781,0.33181,2.36517,0.22112,0.09568,0.01825,2.30151,0.09186,1432,286,0.596885813148789,0.7317,0.22676,1.25218,4.73305,0.15412,0.11081,0.4757785467128028,923.0,4.433448027888527,0.1932113040549428,78.93370545731136,9.421059641375516,1.6624075753403764,1.0373563117227211,0.43712076553498413,0.26064302234907893,578,0.050882361484737425,0.08085503663149766
IC_1442,333.9595,53.9963,2.808,0.112,7.465,0.087,-0.082,0.052,1.547,0.05,392,-2.16327,0.32427,1.63512,0.1957,0.06028,0.02787,2.06485,0.09777,1473,294,0.5561224489795918,0.61477,0.27012,1.15828,5.98062,0.14957,0.05812,0.3545918367346938,610.0,9.08781883643121,0.4452433508390607,162.32470442697704,20.11785886218005,0.1797278500706337,0.0423373261325854,0.44333884758277636,0.26332301968924654,392,0.04088628261426366,0.058808556442803236
IC_1590,13.2149,56.6326,2.532,0.188,6.871,0.139,-0.128,0.073,1.315,0.088,137,-1.23589,0.15651,2.07564,0.42933,-0.00209,0.03808,1.66052,0.06437,651,130,0.781021897810219,0.7948,0.22153,1.27787,1.96815,0.15244,0.45819,0.6423357664233577,244.0,1.275543261147196,0.3243062749665149,6.163098926370785,2.4296656853542604,1.2055933983429306,0.6121917666718795,0.5253655316230186,0.30140163824641647,137,0.08181267317572279,0.10989540065652863
IC_2157,91.1797,24.0869,1.877,0.049,7.738,0.282,-0.037,0.055,1.587,0.048,74,-1.47329,0.47739,1.16418,0.19429,0.07301,0.06447,1.5074,0.18455,189,37,0.5675675675675675,0.56935,0.29493,1.33787,2.01886,0.30754,0.11954,0.3378378378378378,116.0,1.5209239585435503,0.2738527657141757,8.452172303502625,2.428102547683961,6.471897912768364,4.595299978031903,0.4493868696175483,0.23613624122826765,74,0.06523563257823181,0.05890367051633164
