pmRApmDEcor,PlxpmRAcor,PlxpmDEcor,Nper,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,Source,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BPRP,RVDR2,e_RVDR2,EBPRP,RFG,RFBP,RFRP,Pmemb,mass,er_mass,comp_mass,er_comp_mass,q,er_q,r/rh
0.3422,-0.1843,-0.1452,17,282.05515400661,0.0266,8.71460175032,0.0288,4287125171079395328,0.506,0.0334,-0.261,0.033,-1.656,0.033,0.969,15.700649,0.00279,16.415026,0.003739,14.86431,0.003199,1.550715,,,1.285,2489.951,436.264,693.459,0.99,1.88977570439902,0.0174677719600945,1.1331308068120256,0.0819665853263958,0.5996112682443339,0.0437263866529771,0.48031869528697
0.4542,-0.1672,-0.1103,18,282.06188995021,0.1103,8.74139861329,0.1191,4287125269840730496,0.4511,0.1277,0.069,0.143,-1.374,0.144,1.028,18.323643,0.003109,19.149103,0.036167,17.257832,0.010244,1.891272,,,1.462,754.096,30.11,110.152,0.99,1.1109489835478237,0.0041190636442317,0.0,0.150151968125118,0.0,,0.48035779750232777
0.4324,-0.1803,-0.1335,18,282.08195601461,0.0382,8.75920999115,0.0415,4287126785987116544,0.4458,0.0484,-0.126,0.051,-1.506,0.055,1.085,16.217627,0.002828,16.96059,0.004784,15.328649,0.003237,1.631942,,,1.32,1703.6,279.361,661.778,1.0,1.6867303268204068,0.0144118902109414,0.9826411282672132,0.1212900710307109,0.5825715662085437,0.0720804712304048,0.4892584366862836
0.3029,-0.0733,-0.0717,18,282.12728809395,0.0119,8.75395954436,0.0126,4287126098792313728,0.4845,0.0154,-0.102,0.015,-1.511,0.016,1.005,13.862337,0.002766,15.111574,0.003038,12.770933,0.002814,2.340641,,,1.38,4439.681,902.866,2975.352,1.0,2.560079517648453,0.0096081465286288,0.0,0.1304322982928387,0.0,,0.4960619419812366
0.4265,-0.0732,-0.0111,17,282.1071140284,0.0849,8.76317701361,0.0948,4287126923426058112,0.3453,0.1068,-0.214,0.109,-1.42,0.121,1.043,17.911673,0.003086,18.75284,0.01693,16.903463,0.006936,1.849377,,,1.4,780.826,65.019,170.98,0.98,1.1994669285500954,0.0034973845507935,0.0,0.1512258004273153,0.0,,0.5062719427952621
0.3783,-0.0328,0.0077,17,282.10797422186,0.0174,8.76384303648,0.0187,4287126923426057984,0.4939,0.022,-0.003,0.023,-1.487,0.026,0.929,14.862732,0.00277,15.511934,0.003358,14.066224,0.002855,1.44571,,,1.275,3831.946,581.266,1795.985,1.0,2.2730896083144656,0.0008084101292119,0.0,0.065642815399688,0.0,,0.5155163795972303
0.4835,-0.0623,-0.0948,18,282.11668328491,0.1625,8.76152001671,0.1832,4287126850381949952,0.3697,0.2007,-0.128,0.206,-1.128,0.23,0.989,18.908381,0.003424,20.033583,0.049478,17.833948,0.011103,2.199635,,,1.39,534.291,21.979,101.029,0.9,0.926807106009414,0.0362317224668152,0.6714310922708736,0.2037974536393676,0.7244561332313022,0.2217083115249272,0.5157858386202894
0.514,-0.1635,-0.1298,18,282.08234990397,0.0906,8.67182137668,0.0986,4287124032882987776,0.5224,0.1025,-0.241,0.118,-1.572,0.129,1.02,17.839607,0.003008,18.889427,0.013461,16.832327,0.004911,2.0571,,,1.34,900.258,82.448,268.619,0.99,1.099200274090499,0.0318484699582551,0.9638703513424208,0.0554700304225837,0.8768832887527682,0.0564989404596942,0.5211302976231954
0.3672,-0.0868,-0.091,18,282.14238880144,0.0313,8.73828931773,0.0338,4287126030072816256,0.4498,0.0397,-0.035,0.04,-1.657,0.043,0.999,16.092838,0.002796,16.761017,0.003801,15.290798,0.00321,1.470219,,,1.273,2280.035,420.61,684.107,0.99,1.7768870149353,0.0024185873102449,0.0,0.0298830873976401,0.0,,0.524161662889167
0.3627,-0.1042,-0.0732,17,282.07347790606,0.0366,8.67530721097,0.0393,4287123998523272832,0.309,0.0451,0.014,0.047,-1.459,0.051,1.013,16.419533,0.002808,17.251249,0.004843,15.521036,0.003139,1.730213,,,1.3,2003.365,274.273,755.493,0.91,1.5339496454071766,0.0242263943199504,1.1653737758155531,0.0525294615598933,0.7597210112501526,0.0362857891370732,0.524492022960854
